type,country,name,id,lat,lon,elev,mft,ref,freq,unit,chan,decl,north,range,kmm
VOR,AU,GLADSTONE,GLA,-23.865277777778,151.20444444444,43,M,MSL,116.300,MHZ,none,9.535224582664387,FALSE,none,none
VOR-DME,AU,GOLD COAST,CG,-28.168888888889,153.50416666667,5,M,MSL,112.300,MHZ,70X,11.404560881396131,FALSE,none,none
VOR-DME,AU,GOVE,GV,-12.265,136.81638888889,59,M,MSL,114.100,MHZ,88X,3.654594548503705,FALSE,none,none
DME,AU,GROOTE EYLANDT,GTE,-13.975277777778,136.455,15,M,MSL,114.800,MHZ,95X,3.812006153260711,FALSE,none,none
VOR-DME,AU,HAMILTON ISLAND,HM,-20.351111111111,148.95583333333,176,M,MSL,114.400,MHZ,91X,8.129062555310062,FALSE,none,none
VOR-DME,AU,HOBART,HB,-42.832777777778,147.51055555556,4,M,MSL,112.700,MHZ,74X,15.3965554282203,FALSE,none,none
VOR-DME,AU,KALGOORLIE,KG,-30.789722222222,121.45277777778,370,M,MSL,114.100,MHZ,88X,0.8695228997482111,FALSE,none,none
VOR-DME,AU,KARRATHA,KA,-20.715,116.77388888889,10,M,MSL,117.300,MHZ,120X,0.8754235326789012,FALSE,none,none
VOR-DME,AU,KUNUNURRA,KU,-15.775555555556,128.70861111111,43,M,MSL,116.500,MHZ,112X,2.433038444357271,FALSE,none,none
VOR-DME,AU,LAUNCESTON,LT,-41.543888888889,147.21333333333,167,M,MSL,112.600,MHZ,73X,14.54308885296886,FALSE,none,none
VOR-DME,AU,LEARMONTH,LM,-22.234722222222,114.09416666667,4,M,MSL,112.400,MHZ,71X,0.24635626921413756,FALSE,90,NM
DME,AU,LORD HOWE ISLAND,LHI,-31.528888888889,159.0725,1,M,MSL,114.300,MHZ,90X,14.192432819434007,FALSE,none,none
VOR-DME,AU,MACKAY,MK,-21.173055555556,149.18722222222,-1,M,MSL,112.700,MHZ,74X,8.363567913376475,FALSE,none,none
VOR,AU,MANGALORE,MNG,-36.885833333333,145.19416666667,142,M,MSL,113.200,MHZ,none,11.535039677282173,FALSE,none,none
VOR-DME,AU,MEEKATHARRA,MEK,-26.606944444444,118.5325,500,M,MSL,112.900,MHZ,76X,0.5834788831253275,FALSE,none,none
VOR-DME,AU,MELBOURNE,ML,-37.66,144.84194444444,1,M,MSL,114.100,MHZ,88X,11.672923700658286,FALSE,none,none
DME,AU,MERIMBULA,MER,-36.914444444444,149.89916666667,25,M,MSL,117.700,MHZ,124X,13.504556063688257,FALSE,none,none
VOR-DME,AU,MILDURA,MIA,-34.225277777778,142.07722222222,53,M,MSL,113.700,MHZ,84X,9.337528786565686,FALSE,none,none
DME,AU,MOOMBA,OOM,-28.104166666667,140.19972222222,1,M,MSL,112.000,MHZ,57X,7.156379741347325,FALSE,75,NM
VOR,AU,MOUNT GAMBIER,MTG,-37.751388888889,140.78527777778,61,M,MSL,117.000,MHZ,none,9.802398199896036,FALSE,none,none
VOR-DME,AU,MOUNT ISA,MA,-20.673055555556,139.48555555556,344,M,MSL,117.500,MHZ,122X,5.5861600778865235,FALSE,none,none
VOR-DME,AU,NEWMAN,NWN,-23.421111111111,119.80305555556,522,M,MSL,117.200,MHZ,119X,1.2023248005368037,FALSE,none,none
VOR-DME,AU,OAKEY,OK,-27.399722222222,151.73777777778,406,M,MSL,112.900,MHZ,76X,10.652106154424015,FALSE,none,none
VOR-DME,AU,PARABURDOO,PBO,-23.1725,117.73694444444,420,M,MSL,116.900,MHZ,116X,0.8217679476633781,FALSE,none,none
VOR-DME,AU,PARKES,PKS,-33.131388888889,148.23722222222,320,M,MSL,112.000,MHZ,57X,11.37290154573877,FALSE,70,NM
VOR-DME,AU,PERTH,PH,-31.945,115.95916666667,21,M,MSL,113.700,MHZ,84X,-1.6217068818153273,FALSE,none,none
VOR-DME,AU,PORT HEDLAND,PD,-20.378333333333,118.62277777778,10,M,MSL,114.100,MHZ,88X,1.1654053167631444,FALSE,100,NM
VOR-DME,AU,PROSERPINE,PN,-20.496944444444,148.55305555556,23,M,MSL,113.700,MHZ,84X,8.051621139789473,FALSE,none,none
VOR-DME,AU,ROCKHAMPTON,RK,-23.382777777778,150.47138888889,9,M,MSL,116.900,MHZ,116X,9.21496530445705,FALSE,none,none
VOR-DME,AU,SUNSHINE COAST,SU,-26.597777777778,153.09027777778,8,M,MSL,114.200,MHZ,89X,10.803521906862509,FALSE,none,none
DME,AU,SYDNEY,SY,-33.943888888889,151.1825,30,M,MSL,112.100,MHZ,58X,12.731843239388246,FALSE,90,NM
VOR-DME,AU,TAMWORTH,TW,-31.066111111111,150.83027777778,386,M,MSL,116.000,MHZ,107X,11.545730100204183,FALSE,none,none
VOR-DME,AU,TENNANT CREEK,TNK,-19.634722222222,134.18194444444,367,M,MSL,112.900,MHZ,76X,4.036081032264086,FALSE,none,none
VORTAC,AU,TINDAL,TN,-14.519166666667,132.37111111111,133,M,MSL,112.300,MHZ,70X,2.979016773400882,FALSE,80,NM
VOR-DME,AU,TOWNSVILLE,TL,-19.244166666667,146.75805555556,5,M,MSL,114.100,MHZ,88X,7.324342460411304,FALSE,none,none
VOR-DME,AU,WAGGA WAGGA,WG,-35.165833333333,147.46916666667,219,M,MSL,115.000,MHZ,97X,11.826135398043869,FALSE,none,none
VOR-DME,AU,WEIPA,WP,-12.673611111111,141.9225,25,M,MSL,112.800,MHZ,75X,4.968799128411308,FALSE,40,NM
DME,AU,AYERS ROCK,AYE,-25.17147222222222,130.97477777777777,488,M,MSL,117.100,MHZ,118X,3.776,FALSE,none,none
DME,AU,ADELAIDE,AD,-34.94708333333333,138.52441666666667,10,M,MSL,116.400,MHZ,111X,8.037,FALSE,none,none
VOR-DME,ZM,LIVINGSTONE,VLI,-17.8125,25.82,1006,M,MSL,112.500,MHZ,72X,-7.404630881950194,FALSE,200,NM
DVOR-DME,AL,TIRANA,TRN,41.41612,19.71819,35,M,MSL,117.700,MHZ,none,4.7537715978425625,FALSE,none,none
DVOR-DME,BE,AFFLIGEM,AFI,50.907777777778,4.1388888888889,68,M,MSL,114.900,MHZ,96X,1.8072922373391382,FALSE,40,NM
DVOR-DME,BE,ANTWERPEN,ANT,51.190555555556,4.4725,5,M,MSL,113.500,MHZ,82X,1.898908343141375,FALSE,40,NM
DVOR-DME,BE,BRUNO,BUN,51.118611111111,4.8422222222222,11,M,MSL,110.600,MHZ,43X,2.0146302128605726,FALSE,40,NM
DVOR-DME,BE,BRUSSELS,BUB,50.902222222222,4.5380555555556,44,M,MSL,114.600,MHZ,93X,1.9293455079702195,FALSE,100,NM
DVOR,BE,CHIÈVRES,CIV,50.573888888889,3.8327777777778,57,M,MSL,113.200,MHZ,none,1.727384216414258,FALSE,none,none
DVOR-DME,BE,COSTA,COA,51.348055555556,3.3552777777778,2,M,MSL,110.050,MHZ,37Y,1.5434455749625384,FALSE,60,NM
DME,BE,LIÈGE,LIE,50.700833333333335,5.549444444444444,143,M,MSL,113.850,MHZ,85Y,2.43,FALSE,40,NM
DVOR-DME,BE,FLORA,FLO,50.876666666667,5.1344444444444,24,M,MSL,112.050,MHZ,57Y,2.11032725318557,FALSE,50,NM
DVOR-DME,BE,GOSLY,GSY,50.453888888889,4.4413888888889,186,M,MSL,115.700,MHZ,104X,1.9157739737369524,FALSE,30,NM
DVOR-DME,BE,HULDENBERG,HUL,50.749444444444,4.6416666666667,99,M,MSL,117.550,MHZ,122Y,1.965949738984598,FALSE,40,NM
VORTAC,BE,KOKSY,KOK,51.099166666667,2.6555555555556,12,M,MSL,114.500,MHZ,92X,1.3351128127528071,FALSE,80,NM
DVOR-DME,BE,NICKY,NIK,51.165,4.1838888888889,18,M,MSL,117.400,MHZ,121X,1.8108655662994775,FALSE,60,NM
DVOR-DME,BE,OLNO,LNO,50.585833333333,5.7102777777778,247,M,MSL,112.800,MHZ,75X,2.2882955829541407,FALSE,60,NM
DVOR-DME,BE,SPRIMONT,SPI,50.514722222222,5.6236111111111,282,M,MSL,113.100,MHZ,78X,2.2643576969031654,FALSE,60,NM
VOR,SE,ALMA,ALM,55.411388888889,13.5575,28,M,MSL,116.400,MHZ,none,4.827864733373614,FALSE,60,NM
DVOR-DME,SE,ARLANDA,ARL,59.653333333333,17.914444444444,40,M,MSL,116.000,MHZ,107X,6.964161897618634,FALSE,none,none
DVOR-DME,SE,AROS,ARS,59.586111111111,16.650277777778,25,M,MSL,112.800,MHZ,none,6.466716871937787,FALSE,80,NM
VOR-DME,SE,BORLÄNGE,BOR,60.421388888889,15.519166666667,150,M,MSL,117.600,MHZ,123X,6.15875026236648,FALSE,100,NM
DME,SE,FÄRILA,FRL,61.818333333333,15.845833333333,376,M,MSL,116.500,MHZ,112X,6.528894103682009,FALSE,100,NM
DME,SE,GÄLLIVARE,NG,67.128888888889,20.825555555556,300,M,MSL,108.100,MHZ,18X,10.211463780932403,FALSE,none,none
DVOR-DME,SE,HAMMAR,HMR,60.279166666667,18.391666666667,30,M,MSL,112.600,MHZ,73X,7.27669237870071,FALSE,100,NM
DME,SE,HOTING,HOT,64.234166666667,15.933055555556,657,M,MSL,115.700,MHZ,104X,7.022602949536505,FALSE,100,NM
DVOR-DME,SE,JÖNKÖPING,JON,57.760277777778,14.065277777778,236,M,MSL,115.800,MHZ,105X,5.242245760779219,FALSE,100,NM
VOR-DME,SE,KALMAR,KAL,56.685277777778,16.284166666667,8,M,MSL,111.600,MHZ,53X,5.87513532823973,FALSE,80,NM
VOR-DME,SE,KARLSTAD,KSD,59.4425,13.331666666667,106,M,MSL,117.800,MHZ,125X,5.154310941553955,FALSE,120,NM
DVOR-DME,SE,KIRUNA,KRA,67.819166666667,20.3375,454,M,MSL,115.200,MHZ,99X,10.178464255253484,FALSE,100,NM
DVOR-DME,SE,LANDVETTER,LAV,57.656111111111,12.289722222222,175,M,MSL,114.600,MHZ,93X,4.587010359368872,FALSE,100,NM
VOR-DME,SE,LULEA,SLU,65.540277777778,22.134166666667,18,M,MSL,115.100,MHZ,98X,10.34145291546179,FALSE,60,NM
VOR-DME,SE,NATTA,NAT,66.746388888889,21.3225,384,M,MSL,113.000,MHZ,77X,10.340855349226642,FALSE,80,NM
VOR-DME,SE,NORTEL,NTL,59.749722222222,18.766944444444,20,M,MSL,116.300,MHZ,110X,7.309318716385511,FALSE,100,NM
DME,SE,RAMSELE,RAE,63.598333333333,16.413333333333,362,M,MSL,116.700,MHZ,114X,7.1197877574583694,FALSE,100,NM
DME,SE,RONNEBY,RON,56.254166666667,15.264166666667,55,M,MSL,109.200,MHZ,29X,5.477527771765453,FALSE,none,none
DVOR-DME,SE,SKELLEFTEA,SKA,64.626666666667,21.079166666667,53,M,MSL,113.400,MHZ,81X,9.549668951309506,FALSE,60,NM
